ingredients_text,countries_en
"Pâtes aux œufs 48 % (semoule de blé dur, œufs), légumes : tomates 11 %, oignon frit (oignon, huile de tournesol, carotte, poireau, maltodextrine, amidon, arômes (céleri), viande de bœuf 3%, sucre, sel, extrait de levure, huile de tournesol, épaississant : gomme guar, persil, blanc d’œuf, protéines de lait, épices, émulsifiant : E471, antioxygènes : E306, E304.",France
"Bun: enriched bleached wheat flour (wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, high fructose corn syrup, yeast, soybean oil, contains 2% or less of the following: sesame seeds, salt, dough",United States
DECLARATION NUTRITIONNELLE valeurs nutritionnoiles pour 'YOOE i 606 kJ/ 387,France
Green leaf lettuce.,United States
"Watermelon, pineapple, blueberries.",United States
"Enriched bleached wheat flour (wheat & malt barley flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), onion, salt, red and green bell pepper, soybean oil, whet flour, celery, monosodium glutamate (flavor enhancer), garlic, spices (including red pepper), yeast extract, soy sauce (hydrolyzed soy protein, corn syrup solids, salt), and green onion.",United States
"entiers frais, huile et colza), poudre de lait de blé, arôme naturel, E472e), levure désactivée, Valeurs nutritionnelles de moyennes pour 100g . Energie 1351kJ/321kcal",France
"Unbleached unenriched flour (wheat flour, malted barley flour), water, salt, acerola extract (natural source of vitamin c, maltodextrin derived from potato), enzymes, yeast, malt (malted barley, wheat flour, dextrose).",United States
"Strained yogurt [grade a pasteurized milk and cream, live active yogurt cultures (l. bulgaricus, s.thermophilus, l. acidophilus bifidus, l.casei)], water, cane sugar, coconut, corn starch, contains 2% or less of: natural flavor, pectin, lemon juice.",United States
Jus de pomme reinette 100 %.,France
"Soybean oil, water, palm oil, palm kernel oil, buttermilk, contains less than 2% of salt, monoglycerides (emulsifier), soy lecithin, potassium sorbate (preservative), lactic acid, natural and artificial flavor, vitamin a palmitate, beta carotene (color).",United States
"Cured with: water, salt, dextrose, potassium lactate, sodium phosphate, sodium diacetate, sodium erythorbate, sodium nitrite.",United States
"Made from pasteurized milk, cheese culture, salt, enzymes and annatto (if colored).",United States
"Farine d'épeautre* 59%, beurre* 16%, sucre de canne brut*, miel*, lait entier*, malt d'orge*, poudre à lever: carbonate acide d'ammonium, sel marin, gousse de vanille Bourbon* moulue *de l'agriculture biologique Peut contenir des traces de soja, amande, noisette, noix, noix de cajou, noix du Brésil et sésame.",Switzerland
"Sugar, dextrose, hydrogenated palm kernel oil, reduced protein whey (milk), cocoa, corn syrup, lecithin (soy), natural and artificial flavors, tapioca dextrin, carnauba wax, salt, hpmc, bees wax, mica based pearlescent pigment, colors (red 3, titanium dio",United States
Organic butternut squash.,United States
Zanahoria.  ,Spain
"Enriched flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), sugar, vegetable oil (contains one or more of the following: canola oil, corn oil, palm oil, soybean oil), rolled oats, corn syrup, high fructose corn syrup,",United States
"Gluten free fusilli pasta (water, brown rice flour, potato starch, tapioca starch, egg whites, salt, xanthan gum), grilled seasoned white meat chicken (chicken white meat, water, potato starch, sea salt), water, cream, spinach, fire-roasted tomatoes, parm",United States
"Fruta en proporción variable (naranja, calabaza, melocotón, pera, manzana y cereza, azúcar, jarabe de glucosa y fructosa, acidulante: E-330, conservantes: E-202, E-211, _metabisulfito sódico_ y colorante: E-127) y cobertura de chocolate (azúcar, pasta de cacao, manteca de cacao, cacao desgrasado en polvo, emulgente: lecitina (girasol, _soja_, E-476) y aromas vainilla y vainillina. Cacao: 60% mínimo).",Spain
"Premium northwest blueberries, water, sugar and lemon juice.",United States
"pain polaire 48% ( farine de blé, eau,farine de seigle, sucre, levure, huile de colza, sel, levain de, seigle dévitalisé, _gluten_ de blé) - filet de poulet traité en salaison rôti 18% (filet de poulet, dextrose, sel, antioxydant, citrate de sodium) - sauce [courgette 6,9%, mayonnaise allégée en matière grasse  huile de colza, jaune d’œuf amidon transformé, moutarde   (eau, graines et _moutarde_, vinaigre d’alcool, sel), vinaigre d'alcool, sucre, sel, épaississant : gomme guar, arôme naturel de moutarde, épice), fromage frais, fromage blanc, crème fraîche, échalote, moutarde (graines de moutarde, vinaigre d'alcool, eau, sel ciboulette, amidon transformé, sel] - bacon fume cuit 6% poitrine de porc, eau, dextrose, poudre de jus de blette, arômes naturels, sel, carottes déshydratées, ferments) - jeune pousse d épinard 4,8% — _beurre_.",France
"sucre, acidifiant : acide citrique, extrait de thé noir déshydraté 1.5%, antiagglomérant : E552, arôme naturel.",Switzerland
Organic extra virgin coconut oil,United States
"mulberries?0, baies de cranberries? (cranberries?, Jus de pomme ? concentré, huile de tournesol'), baies des incas?, myrtilles? (myrtilles?, sucre'. huile de tournesol*), airelles? (airelles?, sucre ? huile de tourneso!t). Oingtédient issu du commerce équitable. des ingrédients d'origine agricole sont issus du commerce équitable. Commerce Equitable contrôlé par Ecocert environnement selon te référentiel ESR disponible sur www.ecocert.com Filière",France
"Cherries, sugar, partially hydrogenated palm kernal oil, nonofat milk powder, yogurt powder, titanium dioxide, lactic acid, lecithin added as a emulsifier and vanillin.",United States
"Organic mango, water.",United States
"Tapioca starch, whole grain brown rice flour, whole grain sorghum flour, potato starch, flax seed meal, sesame seeds, organic cane sugar, sunflower seeds, sea salt, xanthan gum, yeast packet.",United States
"Chocolate coating (whey protein concentrate, palm kernel oil, maltitol, cocoa powder, sugar, soy lecithin (an emulsified), vanilla), supreme protein blend (whey protein isolate, whey protein concentrate, milk protein isolate), peanuts, peanut butter (peanuts, salt), powdered sugar, maltodextrin, water, protein crisps (isolated soy protein, tapioca starch, salt), hydrolyzed collagen, soy lecithin (an emulsifier), vitamin mix (dicalcium phosphate, magnesium phosphate, dl-al-dha-tocopherol acetate, ascorbic acid, copper gluconate, niacinamide, vitamin a palmitate, ferric orthophosphate, biotin, zinc oxide, pyridoxine hydrochloride, cyanocobalamin, folic acid, manganese sulfate, calcium d-pantothenate, riboflavin, sodium selenite), salt, potassium sorbate (a preservative), wheat protein isolate, almond butter (dry roasted almonds).",United States
"eaux 4e noix ACP &quot;NC} du Périgûd&quot; Récolte 2013 Origine Franoe 667 t 242&lt;306 A de pretérf4i.ê asant ln : 01/2018 LOT NO 012 17 Callépe Emb : • , A",France
"eau, huile de colza, vinaigre de table aux herbes ( vinaigre de table, extraits d'herbes aromatiques, sel comestible iodé), moutarde, jaune d'œuf pasteurisé, sel comestible iodé, sucre, condiment en poudre ( exhausteurs de goût E 621), céleri), jus de citron, herbes aromatiques, exhausteurs de goût E 621, oignon granuleéé, condiment (soja), épaississant E 415, arôme, conservateur E 202",Switzerland
"Tripes et pieds de boeuf 55%, oignons, saindoux, eau filtrée, _beurre_, sel de Guérande 0.8%, caramel (sucre, eau filtrée), arôme naturel, poivre ",France
Poireaux en rondelles bio surgelés.,France
"Vegetable oil blend (palm oil, soybean oil, palm kernel oil), water, contains less than 2% of whey solids, salt, natural and artificial flavors (includes milk), soy lecithin, vegetable mono and diglycerides, potassium sorbate (a preservative), citric acid",United States
"Coconut water, orange juice from concentrate (water, orange juice concentrate), palm sugar, mango puree, ascorbic acid (vitamin c), natural mango and natural orange flavors.",United States
"Water, erythritol, stevia extract, natural flavors, malic acid, sodium benzoate (preservative), potassium sorbate (preservative).",United States
Tilapia (oreochromis niloticus).,United States
"Sirop d'agave bio (Mexique). Sirop d'agave: certifié Fairtrade et cultivé par des producteurs Fairtrade, 100% du poids total.","France,Switzerland"
"Water, beans, beef fat, textured soy protein (soy flour, caramel color), modified food starch, tomato paste, spices, salt, onion powder, caramel coloring.",United States
"Enriched wheat flour (enriched with niacin, redued iron, thiamin mononitrate, riboflavin, folic acid), sunflower oil, sugar, yeast, salt, corn oil with vitamin e and rosemary extract, seasoning, maltodextrin, salt, onion powder, sugar, dehydrated parsley,",United States
Lait Entier 100% ,"Belgium,France"
"Tomatoes, filtered water, tomato juice, tomato paste, jalapeno, onion, salt, garlic, cilantro, distilled white vinegar, xanthan, apple cider vinegar, calcium chloride, citric acid.",United States
"Salt, sugar, monosodium glutamate, anistar.",United States
"Wheat Flour, Raspberry jam (19%) [Raspberries (43%),Glucose - Fructose Syrup, Sugar, Acidity Regulator (330,331), Gelling Agent (440)], Vegetable Oil (Palm), Sugar, water, Whole Egg, Vegetable Margarine (Palm) (Emulsifier 441)), Yeast, Salt, Emulsifiers (471, 322), Acldity Regulator (341), Raising Agent (500), Natural Flavour, Spices. CONTAINS: WHEAT, EGG",Australia
"Enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin and folic acid), sugar, vegetable shortening (palm oil and soybean oil), margarine [soybean oil, palm oil, water, salt, mono and diglycerides, soy lec",United States
"Water, milk protein concentrate, whey protein isolate, cream, key lime puree, concentrated lime juice, tricalcium phosphate, modified corn starch, natural flavor, sodium citrate, turmeric (for color) gelatin, citric acid, salt, pectin, agar, cultured dext",United States
"Turkey breast, water, corn syrup, modified food starch contains 2% or less of: salt, turkey broth, flavorings, dextrose, potassium lactate, sodium lactate, sodium phosphates, sodium diacetate, cultured corn syrup solids, coated with caramel color.",United States
"Enriched bleached flour (bleached wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), sugar, high fructose corn syrup, palm oil, cocoa [processed with alkali], corn syrup, contains 2% or less of mono and diglycerides, baking",United States
"Artichoke hearts, water, salt, citric acid.",United States
"Farine de _blé_ (48%), sucre, huiles végétales (palme et/ou colza), _amandes_ 4%, amidon de _blé_, blanc d'_oeufs_, sel, arômes (moka, vanilline), poudre à lever : carbonates de sodium.",France
"Sucre, sirop de glucose, amidon modifié, acidifiants (acide citrique, acide malique), correcteur d'acidité (malates de sodium), arômes, colorants (E100, E120, E131, E153, E160c, E163), huile végétale de coprah, agents d'enrobage (cire de carnauba, cire d'abeille), amidon de _blé_.",France
"riz (precuit 65%), feuilles de vigne (15%), huile de soja (10%), eau, oignons, sel, aneth, menthe, poivre noir, agent d'acidification: acide citrique",Switzerland
"Chocolate liquor, sugar, cocoa butter, butter oil, soy lecithin, natural vanilla flavor.",United States
"Milk chocolate [sugar, milk, cocoa butter, chocolate, soya lecithin (emulsifier), barley malt powder, vanillin (artificial flavoring)], vegetable oil (coconut, palm kernel), sugar, cocoa butter, milk, skim milk, soya lecithin (emulsifier), artificial flav",United States
"Eau, sucre, farine de blé (_gluten_), rhum 5,9%, lactose (_lait_) et protéines de _lait_, arôme naturel de vanille 0,6%, _œuf_ entier en poudre.",France
"eau, malt d'_orge_, sucre, sirop de glucose, extraits de houblon, colorant (caramel E150c)",France
"jus de framboise, sucre, gélifiant : pectine de fruit, jus de citron concentrée",France
"Salt, sodium thiosulfate, potassium iodide, yellow prusiate of soda (anticaking).",United States
"Farine de _blé_, sucre, fourrage cacao 16% (sucre, sirop de glucose-fructose, poudre de cacao dégraissé, huile végétale non hydrogénée de tournesol), dextrose, graisse végétale non hydrogénée (palme), petit-_lait_, lécithine de _soja_, conservateur (E202), arôme (vanilline), _oeuf_, huile végétale non hydrogénée (tournesol, _soja_, en proportion variable), sirop de glucose-fructose, concentré de cacao 2% (sirop de glucose, E172, E153, poudre de cacao dégraissé, arôme, E260), poudre à lever (E500(ii), E450(i)), stabilisants (E422: glycérol, E420:sorbitol), conservateur (E200 : acide sorbique), arôme (chocolat).",France
"Dextrose, brown sugar, wheat flour, balsamic vinegar powder (with molasses), natural flavors (burgundy wine, butter flavor, annatto, turmeric), modified corn starch, salt, hydrolyzed soy protein and corn gluten (lactic acid), dehydrated tomato, caramel color, beef stock, whey, beef fat, dehydrated onion and garlic, autolyzed yeast extract, malt extract (barley), torula yeast, beef extract, honey solids (with wheat starch, hydroxylated soy lecithin), malic acid, spices, beet powder, maltodextrin, disodium inosinate, disodium guanylate, monosodium phosphate, disodium phosphate.",United States
