title,genres,keywords,original_language,overview
Mrs Henderson Presents,Comedy Drama,world war ii widow musical theatre milieu nacktrevue,en,"Eccentric 70-year-old widow purchases the Windmill Theatre in London as a post-widowhood hobby. After starting an innovative continuous variety review, which is copied by other theaters, they begin to lose money. Mrs Henderson suggests they add female nudity similar to the Moulin Rouge in Paris"
Glory,War,war racism battle union soldier confederate soldier,en,"Robert Gould Shaw leads the US Civil War's first all-black volunteer company, fighting prejudices of both his own Union army and the Confederates."
Namastey London,Drama Foreign Romance,,en,"Indian-born Manmohan Malhotra decided to re-locate to London, England, established himself, returned to India, got married to Bebo, and after a period of 4 years got a visa for her so that she could live with him. Shortly thereafter she gave birth to Jasmeet. Manmohan was always embarrassed of Bebo, as she was overly healthy and not quite sophisticated, as a result he always left her at home, while he socialized. Bebo did not want Jasmeet to end up like her, so got her admitted in an English Medium school, encouraged to mingle with Caucasian friends, and as a result Jasmeet was transformed in to Jazz - a stunningly beautiful young woman, British in looks, talk, habits, and heart. Manmohan's plans to get her married to an Indian boy are all in vain. His friend, Parvez Khan, is in a similar situation with his son, Imran, openly romancing a Caucasian blonde, Susan. Manmohan decides to take his family for a tour in India..."
Charlie St. Cloud,Drama,brother brother relationship based on novel sailing ghost young adult,en,"Accomplished sailor Charlie St. Cloud has the adoration of his mother Claire and his little brother Sam, as well as a college scholarship that will lead him far from his sleepy Pacific Northwest hometown. But his bright future is cut short when a tragedy strikes and takes his dreams with it. After his high-school classmate Tess returns home unexpectedly, Charlie grows torn between honoring a promise he made four years earlier and moving forward with newfound love. And as he finds the courage to let go of the past for good, Charlie discovers the soul most worth saving is his own."
Winter's Tale,Drama Fantasy Mystery Romance,based on novel,en,"A burglar falls for an heiress as she dies in his arms. When he learns that he has the gift of reincarnation, he sets out to save her."
Two Can Play That Game,Comedy Romance,,en,"Vivica A. Fox sizzles as a woman scorned who plans to get her man back by any means necessary. In this comedy about players and those who ""get played."" As corporate overachiever and all-around fly chick Shanté Smith, Fox thinks she's got the goods to keep her slickster boyfriend (Morris Chestnut) from straying - until he discovers a greener pasture, Shanté's archrival (Gabrielle Union)"
You Will Meet a Tall Dark Stranger,Comedy Drama Romance,,en,"Two married couples find only trouble and heartache as their complicated lives unfold. After 40 years of marriage, Alfie leaves his wife to pursue what he thinks is happiness with a call girl. His wife, Helena, reeling from abandonment, decides to follow the advice of a psychic. Sally, the daughter of Alfie and Helena, is unhappy in her marriage and develops a crush on her boss, while her husband, Roy, falls for a woman engaged to be married."
Hoffa,Crime History,policy and organisations power trade union gangster,en,"Jack Nicholson's portrait of union leader James R. Hoffa, as seen through the eyes of his friend, Bobby Ciaro (Danny DeVito). The film follows Hoffa through his countless battles with the RTA and President Roosevelt all the way to a conclusion that negates the theory that he disappeared in 1975."
The BFG,Adventure Family Fantasy,london england england based on novel queen little girl,en,"The BFG is no ordinary bone-crunching giant. He is far too nice and jumbly. It's lucky for Sophie that he is. Had she been carried off in the middle of the night by the Bloodbottler, or any of the other giants—rather than the BFG—she would have soon become breakfast. When Sophie hears that the giants are flush-bunking off to England to swollomp a few nice little chiddlers, she decides she must stop them once and for all. And the BFG is going to help her!"
Cradle Will Rock,Drama,,en,"A true story of politics and art in the 1930s USA, centered around a leftist musical drama and attempts to stop its production."
World War Z,Action Drama Horror Science Fiction Thriller,dystopia apocalypse zombie nuclear weapons multiple perspectives,en,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls."
Flicka,Drama,horse,en,"A headstrong 16 year old Katy McLaughlin desires to work on her family's mountainside horse ranch, although her father insists she finish boarding school. Katy finds a mustang in the hills near her ranch. Katy then sets her mind to tame a mustang and prove to her father she can run the ranch. But when tragedy happens, it will take all the love and strength the family can muster to restore hope."
Spotlight,Drama Thriller History,child abuse journalism judge florida boston,en,"The true story of how The Boston Globe uncovered the massive scandal of child abuse and the cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core."
The Hit List,Action Thriller,,en,A disgruntled man creates a hit list with a stranger during a drunken night out and must then race to try to save those he marked for extermination as the bodies begin to pile up and all fingers point to him.
