title,genres,keywords,original_language,overview
Knocked Up,Comedy Romance Drama,alcohol one-night stand bed pregnancy and birth condom,en,"For fun loving party animal Ben Stone, the last thing he ever expected was for his one night stand to show up on his doorstep eight weeks later to tell him she's pregnant."
Lisa Picard Is Famous,,,en,"A documentarian decides to follow the career of New York actress Lisa Picard, believing she is on the brink of fame. Instead, he bears witness to Lisa's continued, humorous, struggles as an actress, as well as the conflict that arises when Lisa's best friend Tate hits it big with an off-Broadway one-man show."
Skyfall,Action Adventure Thriller,spy secret agent sociopath killer art gallery,en,"When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory, the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve - following a trail to the mysterious Silva, whose lethal and hidden motives have yet to reveal themselves."
Operation Chromite,History Drama War Action,"korea fictionalized history operation ""trudy jackson"" general douglas macarthur operation x-ray",ko,A squad of soldiers fight in the Korean War's crucial Battle of Incheon.
American Hero,Action Comedy Science Fiction,,en,"Melvin, a reluctant hero who is far from super, has been suppressing his telekinetic powers for years with booze, drugs, and women. In the process, he has failed at practically everything, most of all as a parent to his son. After a brush with death, Melvin decides to use his powers for good and clean up the streets of New Orleans with the help of his best friend/definitely-not-a-sidekick, Lucille. For a man who can do the impossible, it might be a fight even he can’t win."
Hart's War,Drama War,black people world war ii prisoners of war u.s. army war,en,"Fourth-generation Army Col. William McNamara is imprisoned in a brutal German POW camp. Still, as the senior-ranking American officer, he commands his fellow inmates, keeping a sense of honor alive in a place where honor is easy to destroy, all under the dangerous eye of the Luftwafe vetran Col. Wilhelm Visser. Never giving up the fight to win the war, McNamara is silently planning, waiting for his moment to strike back at the enemy. A murder in the camp gives him the chance to set a risky plan in motion. With a court martial to keep Visser and the Germans distracted, McNamara orchestrates a cunning scheme to escape and destroy a nearby munitions plant, enlisting the unwitting help of young Lt. Tommy Hart. Together with his men, McNamara uses a hero's resolve to carry out his mission, ultimately forced to weigh the value of his life against the good of his country."
Don't Be Afraid of the Dark,Fantasy Horror Thriller,monster remake creature bathtub teeth,en,A young girl sent to live with her father and his new girlfriend discovers creatures in her new home who want to claim her as one of their own.
Paddington,Family Comedy,england train station based on novel bear anthropomorphism,en,"A young Peruvian bear with a passion for all things British travels to London in search of a home. Finding himself lost and alone at Paddington Station, he begins to realize that city life is not all he had imagined - until he meets the kindly Brown family, who read the label around his neck ('Please look after this bear. Thank you.') and offer him a temporary haven. It looks as though his luck has changed until this rarest of bears catches the eye of a museum taxidermist..."
Ever After: A Cinderella Story,Drama Romance Comedy,france child abuse slavery leonardo da vinci prince,en,"A unique 16th century woman, Danielle possesses a love of books, and can easily quote from Sir Thomas More’s Utopia. An intriguing mix of tomboyish athleticism and physical beauty, she has more than enough charm to capture the heart of a prince ... after beaning him with an apple."
Hard to Be a God,Drama Science Fiction,,ru,"A group of scientists is sent to the planet Arkanar to help the local civilization, which is in the Medieval phase of its own history, to find the right path to progress. Their task is a difficult one: they cannot interfere violently and in no case can they kill. The scientist Rumata tries to save the local intellectuals from their punishment and cannot avoid taking a position. As if the question were: what would you do in God's place? Director's statement Aleksei wanted to make this film his entire life. The road was a long one. This is not a film about cruelty, but about love. A love that was there, tangible, alive, and that resisted through the hardest of conditions."
Singin' in the Rain,Comedy Music Romance,fan morning musical talkie partner,en,"In 1927 Hollywood, Don Lockwood and Lina Lamont are a famous on-screen romantic pair in silent movies, but Lina mistakes the on-screen romance for real love. When their latest film is transformed into a musical, Don has the perfect voice for the songs, but strident voice faces the studio to dub her voice. Aspiring actress, Kathy Selden is brought in and, while she is working on the movie, Don falls in love with her."
Vacation,Comedy,route 66 grand canyon cow vacation road trip,en,"Hoping to bring his family closer together and to recreate his childhood vacation for his own kids, a grown up Rusty Griswold takes his wife and their two sons on a cross-country road trip to the coolest theme park in America, Walley World. Needless to say, things don't go quite as planned."
Fly Me to the Moon,Comedy Romance,,fr,"Successful woman in love tries to break her family curse of every first marriage ending in divorce, by dashing to the alter with a random stranger before marrying her boyfriend."
Taken 2,Action Crime Thriller,kidnapping turkey police chase bag over head violence,en,"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter."
